ma_xa,ten_xa,ma_huyen,ma_tinh,am_name,am_phone,buu_cuc_ma,buu_cuc_ten,nhan_vien,sl_lay,sl_giao
12112,Xã Dương Quang,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12118,Xã Nhân Hòa,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12109,Xã Cẩm Xá,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12160,Xã Vân Du,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12106,Xã Phan Đình Phùng,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12124,Xã Bạch Sam,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12121,Xã Dị Sử,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12127,Xã Minh Đức,,,,,20148000,Bưu Cục Nhân Hòa-Mỹ Hào-Hưng Yên,,,
12148,Xã Bắc Sơn,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12511,Xã Quỳnh Minh,,,,,20623000,Bưu Cục Quỳnh Hội-Quỳnh Phụ-Thái Bình,,,
12163,Xã Quang Vinh,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12184,Xã Nguyễn Trãi,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12169,Xã Hoàng Hoa Thám,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12172,Xã Quảng Lãng,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12199,Xã Hồng Quang,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12157,Xã Tân Phúc,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12166,Xã Xuân Trúc,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12154,Xã Đào Dương,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12145,Xã Phù Ủng,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12187,Xã Đa Lộc,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12193,Xã Tiền Phong,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12175,Xã Văn Nhuệ,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12196,Xã Hồng Vân,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12151,Xã Bãi Sậy,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12202,Xã Hạ Lễ,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12178,Xã Đặng Lễ,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12142,Thị trấn Ân Thi,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12181,Xã Cẩm Ninh,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12013,Xã Trưng Trắc,,,,,20719000,Bưu Cục Thị Trấn Như Quỳnh-Văn Lâm-Hưng Yên,,,
12001,Xã Tân Quang,,,,,20719000,Bưu Cục Thị Trấn Như Quỳnh-Văn Lâm-Hưng Yên,,,
11986,Thị trấn Như Quỳnh,,,,,20719000,Bưu Cục Thị Trấn Như Quỳnh-Văn Lâm-Hưng Yên,,,
12004,Xã Đình Dù,,,,,20719000,Bưu Cục Thị Trấn Như Quỳnh-Văn Lâm-Hưng Yên,,,
13120,Xã Nam Cao,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13153,Xã Vũ Thắng,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12016,Xã Lạc Hồng,,,,,20719000,Bưu Cục Thị Trấn Như Quỳnh-Văn Lâm-Hưng Yên,,,
12997,Xã Đông Trung,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12190,Xã Hồ Tùng Mậu,,,,,21459000,Bưu Cục Thị Trấn Ân Thi-Ân Thi-Hưng Yên,,,
12610,Xã Tân Tiến,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13093,Xã Hồng Thái,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13117,Xã Thượng Hiền,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12985,Xã Vũ Lăng,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12592,Xã Tân Lễ,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13096,Xã Bình Nguyên,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
26299,Xã Thống Nhất,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13033,Xã Tây Tiến,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13027,Xã Phương Công,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12634,Xã Phúc Khánh,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12625,Xã Văn Cẩm,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12469,Xã Vũ Chính,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13000,Xã Đông Hoàng,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12994,Xã Tây Ninh,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13042,Xã Nam Thắng,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12982,Xã Đông Quí,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
31975,Xã Đông Hải,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13024,Xã Đông Lâm,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12658,Xã Minh Khai,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12619,Xã Duyên Hải,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12640,Xã Tây Đô,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13063,Xã Nam Hồng,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13039,Xã Vân Trường,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
22171,Xã Tây Sơn,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12646,Xã Tiến Đức,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13165,Xã Quang Trung,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13099,Xã Tây Sơn,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12454,Phường Trần Lãm,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13009,Xã Đông Phong,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12656,Xã Chi Lăng,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12598,Xã Dân Chủ,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13078,Xã Trà Giang,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13156,Xã Vũ Công,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13174,Xã Vũ Bình,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13075,Thị Trấn Kiến Xương,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13060,Xã Nam Trung,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12649,Xã Thái Hưng,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12607,Xã Hùng Dũng,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13108,Xã Vũ Lạc,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12991,Xã Tây Lương,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12967,Xã Thái Thọ,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13111,Xã Vũ Lễ,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13054,Xã Nam Hà,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12595,Xã Cộng Hòa,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13114,Xã Thanh Tân,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13126,Xã Vũ Ninh,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13030,Xã Tây Phong,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13051,Xã Nam Thịnh,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13081,Xã Quốc Tuấn,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12661,Xã Hồng An,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12616,Xã Đoan Hùng,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13084,Xã Vũ Đông,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12676,Xã Độc Lập,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13150,Xã Vũ Trung,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13180,Xã Nam Bình,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
16417,Xã Đông Quang,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
16939,Xã Thái Hòa,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12586,Thị trấn Hưng Hà,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
14818,Xã Quang Trung,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13138,Xã Bình Minh,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13072,Xã Nam Phú,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13048,Xã Bắc Hải,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13087,Xã An Bình,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13069,Xã Nam Hải,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13021,Xã Tây Giang,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12976,Xã Đông Trà,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12670,Xã Minh Tân,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12604,Xã Hòa Tiến,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13036,Xã Nam Cường,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12970,Thị trấn Tiền Hải,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12937,Xã Thái Hưng,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13141,Xã Vũ Quí,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12988,Xã Đông Xuyên,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
10642,Xã Thái Tân,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13186,Xã Bình Định,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12643,Xã Thống Nhất,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12622,Xã Tân Hòa,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13135,Xã Hòa Bình,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13183,Xã Bình Thanh,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
25441,Xã Minh Hưng,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13012,Xã An Ninh,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12961,Xã Thái Thịnh,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12685,Xã Hồng Minh,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13018,Xã Đông Cơ,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12655,Xã Hòa Bình,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
14062,Xã Quang Hưng,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13021,Xã Ái Quốc,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12679,Xã Chí Hòa,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13132,Xã Quang Lịch,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13144,Xã Quang Bình,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13177,Xã Minh Tân,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12667,Xã Hồng Lĩnh,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12601,Xã Canh Tân,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12589,Xã Điệp Nông,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13123,Xã Đình Phùng,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12979,Xã Đông Long,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
31393,Xã Hòa An,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12628,Xã Bắc Sơn,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12613,Thị trấn Hưng Nhân,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13159,Xã Vũ Hòa,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13147,Xã Minh Quang,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13159,Xã Hồng Vũ,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
12652,Xã Thái Phương,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13045,Xã Nam Chính,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13102,Xã Lê Lợi,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13129,Xã Vũ An,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13189,Xã Hồng Tiến,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13057,Xã Nam Thanh,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12946,Xã Thuần Thành,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
13003,Xã Đông Minh,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12673,Xã Văn Lang,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12637,Xã Liên Hiệp,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12631,Xã Đông Đô,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
12916,Xã Tân Học,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12385,Xã Tân Hưng,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12358,Xã Đức Thắng,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12682,Xã Minh Hòa,,,,,21380000,Bưu Cục Xã Thống Nhất-Hưng Hà-Thái Bình,,,
13162,Xã Quang Minh,,,,,20261000,Bưu Cục Quốc Lộ 39B-Kiến Xương- Thái Bình,,,
13066,Xã Nam Hưng,,,,,20679000,Bưu Cục Thôn Đông-Tiền Hải-Thái Bình,,,
12364,Xã Hải Triều,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12355,Xã An Viên,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12340,Xã Hưng Đạo,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11971,Xã Trung Nghĩa,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12334,Xã Hùng Cường,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11968,Phường Hồng Châu,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12346,Xã Nhật Tân,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11950,Phường Lam Sơn,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12373,Xã Thụy Lôi,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12352,Xã Lệ Xá,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11977,Xã Hồng Nam,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12337,Thị trấn Vương,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12367,Xã Thủ Sỹ,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11953,Phường Hiến Nam,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11974,Xã Liên Phương,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11965,Phường Quang Trung,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12379,Xã Minh Phượng,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12349,Xã Dị Chế,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12376,Xã Cương Chính,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12331,Xã Phú Cường,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12388,Xã Hoàng Hanh,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12370,Xã Thiện Phiến,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11980,Xã Quảng Châu,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12382,Xã Phương Chiểu,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11962,Phường Minh Khai,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12343,Xã Ngô Quyền,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12361,Xã Trung Dũng,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11956,Phường An Tảo,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11959,Phường Lê Lợi,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
11983,Xã Bảo Khê,,,,,1215,Bưu Cục 11 Chu Mạnh Trinh-TP.Hưng Yên,,,
12844,Xã Thụy Quỳnh,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12892,Xã Thụy Duyên,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12862,Xã Thụy Xuân,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12901,Xã Thụy Sơn,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
02407,Xã Thái Sơn,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12904,Xã Thụy Phong,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12898,Xã Thụy Thanh,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12919,Xã Thái Giang,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12922,Xã An Tân,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12934,Xã Thái Phúc,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12874,Xã Thụy Chính,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12940,Xã Thái Đô,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12826,Thị trấn Diêm Điền,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12835,Xã Dương Phúc,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12856,Xã Thụy Việt,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12910,Xã Thái Nguyên,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12949,Xã  Mỹ Lộc,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12958,Xã Sơn Hà,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12850,Xã Thụy Ninh,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12880,Xã Thụy Hải,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12925,Xã Dương Hồng Thủy,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12853,Xã Thụy Hưng,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12928,Xã Hồng Dũng,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12943,Xã Thái Xuyên,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12889,Xã Thụy Liên,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12832,Xã Thụy Trường,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12871,Xã Thụy Bình,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12868,Xã Thụy Trình,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12859,Xã Thụy Văn,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12877,Xã Thụy Dân,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
12907,Xã Thái Thượng,,,,,20790000,Bưu Cục Xóm 2 Thụy Sơn-Thái Thụy-Thái Bình,,,
